,Ratings,Full_review
11315,4,Good
11316,5,Very good
11317,5,"Very good phone,,,,,"
11318,5,Overall superb
11319,2,Worst peace I have got
11320,5,Good
11321,4,Overall good for normal usage
11322,2,"Didn't like the camera quality, the phone gets heated up while charging"
11323,5,Nice phone
11324,5,I love it...
11325,4,Super
11326,5,Excellent phone. Don't go on negative review .just take it.
11327,4,Nice phone this budget 😍
11328,3,Very good phone 👍🏻
11329,5,Great
11330,5,Excellent
11331,3,Okay product if you want to purchase under 11k than buy this phone.
11332,5,This is better one.
11333,5,"As the name suggests, battery 🔋 power is mind-blowing. One full charge & u go..."
11334,5,Good product
11335,3,Not bad
11336,5,Good very good product
11337,5,Mobile is awesome but display brightness is lower than expect
11338,5,Good 👍
11339,4,Average
11340,5,Best budget phone
11341,5,Average
11342,1,Display problem..
11343,5,Good product
11344,1,Ok
11345,4,Good quality n battary ...best to buy
11346,5,Value for money
11347,5,I have purchased good deal in a great price..worth it
11348,5,Mobile is worth for money. But delivery is too late.. Feeling bad..!
11349,5,Ok
11350,4,Not bad
11351,5,Best mobile value for money
11352,4,"Nice, thnku flipkart"
11353,5,Good phone
11354,5,"Few points I want to share after using this phone  Things I liked :- 1.looks good 2. Battery backup amazing 3. Screen is pretty cool 4. Finger lock. Sensor works well 5. Good processor  Bad points 1. Camera not up to mark. 8 mp front is so bad and even back camera not so good 2. All saying speaker is good but in my personal review very bad speaker  So this is only for budget segment peoples who like to use in tough and rough conditions..... Because of decent battery and screen and processor,..."
11355,5,Good phone
11356,5,Nice very good products
11357,4,Nice
11358,4,Good
11359,4,Good product
11360,3,Okk
11361,1,This is very bad product don't buy it
11362,4,good product
11363,5,Good kne
11364,5,Good quality
11365,5,Best product
11366,5,Good
11367,4,Good
11368,4,good mobile
11369,5,Nice product
11370,5,Super
11371,5,Nice
11372,4,Pros battery backup is wonderful Bright screen Almost within the budget price   Cons Average camera but not so bad it delivers decent pictures
11373,1,If you want to take this phone for camera purpose don't take this phone. Useless phone camera quality is below average. Charging full battery time 3 hours.
11374,5,Good phone battery so large
11375,5,"Best Phone this price, camera best , batt best"
11376,5,Excellent product 💯❤️
11377,5,Very good condition
11378,5,Nice product in small budget
11379,5,Battery is not give backup
11380,5,It's power ful phone in all departments.
11381,4,Awesome product
11382,5,Good looking device 🥰with good battery backup and good performance also 😊
11383,5,Ok
11384,3,Camera is a low quality
11385,4,Good phone in this range
11386,5,Good Perfomans
11387,4,This is really a budget killer smart phone in its price segment but if you want to have better built quality go for note series of Xiaomi.
11388,4,Powerful battery with good performance
11389,3,"It's good, value for money but you can't expect much on this price point. In 48mpx camera or general camera you will get low quality of picture. Operating is little bit complex as compared to others. But with this price point what else you can expect."
11390,4,"Good phone, best battery backup"
11391,5,Good
11392,5,Super Mobil
11393,2,"Its biggest drawback is this. It's stereo speaker the speaker below it is loud but the speaker above it is very slow, due to which the balance sound not heard. And second problem is it's MIUI. It has a lot of bugs and lags due to which more than half of RAM is always filled even no app is open. See screenshot 😓😡"
11394,3,Nice 🙂🙂
11395,5,Good perfomance
11396,2,Don't go with the fake advertisement of the brand which claims that the product comes with 18W charging. The charger in box doesn't support fast charging and the phone takes anything between 2-3 hours to get fully charged from 30-100 %
11397,5,Nice
11398,5,Happy
11399,5,This phone is awesome
11400,4,Superb
11401,5,I proud of redmi 9 power
11402,5,Very good phone 👌
11403,3,Average phone
11404,4,Good
11405,5,super se uper
11406,5,Good
11407,2,Recieved deffective
11408,5,Good
11409,1,After a month its started lagging
11410,1,Mind blowing
11411,5,Good phone and good quality
11412,5,Good
11413,5,just amazing go for it
11414,5,Ok ok
11415,5,Ok
11416,5,"Good product nice mobile, nice camera"
11417,3,Expectation is faild
11418,5,Nice
11419,2,Cemra quality is down.
11420,4,Excellent mobile but display not so bright everything is good
11421,3,Value for money
11422,4,Nice
11423,5,Supar
11424,4,Nice
11425,4,Good
11426,3,"Likely bujet range phone For Mom or dad uses . Normal uses phone Long battery life,👍"
11427,4,It is so cool but front camera is something not much good....
11428,5,Excellent
11429,4,Nice👍
11430,3,"Overall a nice Mobile but I'm not happy with its Camera, otherwise it is an awesome handset."
11431,5,𝕁𝕦𝕤𝕥 𝕨𝕠𝕨
11432,4,Good product in this price rnge
11433,5,No 1 product for best money.... Loved it..
11434,4,Very good mobile phone for daddies 😅💯
11435,5,It is excellent.
11436,1,Sensor problm
11437,5,Good
11438,4,Super mobile
11439,4,Good mobile
11440,5,Very nice product
11441,5,Nice phone... finally diliver on time
11442,5,Fantastic products
11443,5,Nice mobile but auto call recording not support this mobile
11444,5,Super
11445,4,Nice phone
11446,4,More then enough but don't combined redmi 9 prime More then better SD662
11447,4,Excellent Performance...
11448,5,Good product
11449,5,Good phones
11450,5,Thanku flipkart super mobile
11451,5,Good mobile Velu for money
11452,4,Loved ones Good products in this range
11453,3,Oky but cemra not oky
11454,5,Nice product in reshmi mobile
11455,5,Gud
11456,5,Very nice mobile
11457,4,Nice pic
11458,3,Camera not Perfect
11459,5,Nice
11460,3,Good
11461,4,Good product
11462,4,good
11463,1,"The camera is pathetic, my Aadhar card and Votar ID cards have better picture. I wish I could give 0 star."
11464,5,Awesome
11465,4,It's good phone
11466,3,For full battery 1%-- 100% it is taking 180 min. Exactly  Sound is okey Screen size is good Camera is not good as 48MP but if you are thinking for a mobile on 11k then it is best....
11467,5,Very good product
11468,5,Best mobile phone
11469,3,Product is ik
11470,5,Nice colour and quality product. The only issue is the front cam is not good. It should be improved. Otherwise every thing is good.
11471,5,Nice product
11472,3,Super
11473,5,Good
11474,4,Good
11475,4,Budget friendly
11476,5,Nice
11477,5,Good
11478,5,"Awesome look,Feel good"
11479,5,"Superb mobile I bought this phone with old mobile exchange, awesome features. Am impressed."
11480,5,So nice love you this product
11481,5,Redmi 9 Power phone is lovely.
11482,4,Nice
11483,5,Good conduct
11484,5,Good
11485,5,Good
11486,4,Good
11487,4,Good
11488,5,Value for money
11489,5,Good
11490,5,Good
11491,5,Good
11492,5,Nice product
11493,5,"In this budget, phone is very nice"
11494,1,"Worst experience, poor camera, you will not be able to play even candy Crush."
11495,5,Nice
11496,4,Good phone
11497,5,Too good
11498,5,Fantastic
11499,5,Good Phone Thanks Flipkart For Fastest Delivery
11500,5,Good
11501,3,In settings some futures are not have
11502,3,Good
11503,4,Nice set
11504,5,Excellent
11505,5,Very good mobile
11506,5,"This price range is best products camera is best, batary is good over all parformance is best"
11507,5,I write this review afrer 4days extensive use. I am satisfied but the only issue is camera thats not fully satisfy me. Si i give 4/5
11508,5,Nice
11509,5,Best
11510,5,Not bad
11511,5,Good in all work but camera quality is not good like realme smt phones
11512,5,Nis
11513,4,Good phone
11514,5,Good
11515,5,It's good Camara was very good More fuchars
11516,5,Good
11517,5,Nice Battry bacjup
11518,4,So nice product thank you flifcard
11519,5,Nice phone worth to buy
11520,5,Product is osm .battery is long lasting. nice looking this phone.thanks for flipkart
11521,4,Good Phone
11522,5,Good
11523,4,Ok
11524,5,This is very very good
11525,2,Bad experience
11526,5,Excellent
11527,3,Is good but slow work
11528,5,Good
11529,5,As expected and fits to my requirement...
11530,5,Good
11531,1,Weaste of money
11532,4,Super
11533,4,Good
11534,5,Very Good product.....
11535,4,Goo at this prize
11536,5,Nice product
11537,4,Nice phone
11538,5,Value for Money
11539,3,Some time this mobile is not working...
11540,5,Good
11541,4,Super ❣️
11542,5,Excellent device
11543,5,Superb
11544,5,It good and attractive. Battery is so good. Tow days if u seen video.. Touch is so smooth.
11545,5,Good product
11546,5,Super
11547,4,Super Nice phone
11548,5,Nice phone in this price
11549,4,It's worth for buying
11550,5,Nice
11551,5,"Nice and good phone. Looking nice but redmi brand name back in print it's look bad,. Rest is good look like Cadbury bar..."
11552,5,Brilliant smartphone in this budget . And stereo speaker is awesome
11553,5,Superb phn i am soo hpy
11554,5,Very good very good
11555,5,Excellent Phone at a Good Price Really Powerful
11556,3,Medium size
11557,4,Good product
11558,5,Ok
11559,5,Super
11560,4,Nice
11561,5,Nice
11562,5,Good nit bad
11563,4,Nice
11564,4,Nice
11565,2,Not a good camera. Otherwise ok..
11566,5,"Highly recommended, value for money.."
11567,5,Best at this range All the mobiles at this price is not worthy as this. Go for it. Very nice product 👍👍
11568,5,Mi 9 power
11569,5,Super
11570,4,Battery backup is very Poor
11571,5,Too good
11572,5,Super Mobile radmi 9 powor
11573,3,Nice mobile
11574,5,Good Quality👍
11575,5,Nice shot
11576,2,It's okay in this price
11577,5,Very nice phone
11578,5,good product but camera is not up to the mark
11579,4,Good
11580,4,Good
11581,3,Nice
11582,5,Very Good
11583,4,Phone is good but little bit weighted.
11584,4,Once again nice product from redmi
11585,4,Good phone and speaker very good
11586,5,Better than Samsung
11587,5,Best in segment
11588,1,Camera & performance below average
11589,5,Good
11590,5,Awesome
11591,5,Value for money and product is awesome
11592,5,Ok
11593,1,"Mobile is overheated time to charging ,time to calling & watsapp, facebook use time so these mobile is not usefull."
11594,5,Screen and bettery is very good in this price range. Camera should better as 48mp camera is given.
11595,3,"Given under 11k, budget friendly for normal usage guys"
11596,3,Best camera and battery backup low price
11597,4,Nyc in this price range
11598,5,Good
11599,4,Very good
11600,5,Great mobile in this price I loved the mobile very much I am posting the review in 1week camera quality is awesome and batery is good
11601,3,Good enough
11602,1,48MP camera but quality low in this mob.
11603,3,Good
11604,5,Excellent product
11605,4,Good mobile at this range
